variable,clay_fraction,clay_fraction,clay_fraction,climate_KG,climate_KG,climate_KG,climate_insitu,climate_insitu,climate_insitu,elevation,elevation,elevation,instrument,instrument,instrument,latitude,latitude,latitude,lc_2000,lc_2000,lc_2000,lc_2005,lc_2005,lc_2005,lc_2010,lc_2010,lc_2010,lc_insitu,lc_insitu,lc_insitu,longitude,longitude,longitude,network,network,network,organic_carbon,organic_carbon,organic_carbon,sand_fraction,sand_fraction,sand_fraction,saturation,saturation,saturation,silt_fraction,silt_fraction,silt_fraction,station,station,station,timerange_from,timerange_from,timerange_from,timerange_to,timerange_to,timerange_to,variable,variable,variable,file_path,file_type
1344,0.3,1.0,23.0,,,Dwc,,,unknown,,,3596.0,0.8,0.8,ECH20-EC-TM,,,34.01525,,,130,,,130,,,130,,,unknown,,,101.99694,,,MAQU,0.3,1.0,0.67,0.3,1.0,40.0,0.3,1.0,0.43,0.3,1.0,37.0,,,NST-25,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.8,0.8,soil_moisture,MAQU/NST-25/MAQU_MAQU_NST-25_sm_0.800000_0.800000_ECH20-EC-TM_20171005_20190311.stm,header_values
1345,0.0,0.3,20.0,,,Dwc,,,unknown,,,3590.0,0.05,0.05,ECH20-EC-TM,,,33.7036,,,130,,,130,,,130,,,unknown,,,101.9265,,,MAQU,0.0,0.3,3.02,0.0,0.3,35.0,0.0,0.3,0.54,0.0,0.3,45.0,,,NST-31,,,2017-10-05 00:00:00,,,2018-07-20 12:00:00,0.05,0.05,soil_moisture,MAQU/NST-31/MAQU_MAQU_NST-31_sm_0.050000_0.050000_ECH20-EC-TM_20171005_20190311.stm,header_values
1346,0.0,0.3,20.0,,,Dwc,,,unknown,,,3590.0,0.1,0.1,ECH20-EC-TM,,,33.7036,,,130,,,130,,,130,,,unknown,,,101.9265,,,MAQU,0.0,0.3,3.02,0.0,0.3,35.0,0.0,0.3,0.54,0.0,0.3,45.0,,,NST-31,,,2017-10-05 00:00:00,,,2018-07-20 12:00:00,0.1,0.1,soil_moisture,MAQU/NST-31/MAQU_MAQU_NST-31_sm_0.100000_0.100000_ECH20-EC-TM_20171005_20190311.stm,header_values
1347,0.0,0.3,20.0,,,Dwc,,,unknown,,,3590.0,0.2,0.2,ECH20-EC-TM,,,33.7036,,,130,,,130,,,130,,,unknown,,,101.9265,,,MAQU,0.0,0.3,3.02,0.0,0.3,35.0,0.0,0.3,0.54,0.0,0.3,45.0,,,NST-31,,,2017-10-05 00:00:00,,,2018-07-20 12:00:00,0.2,0.2,soil_moisture,MAQU/NST-31/MAQU_MAQU_NST-31_sm_0.200000_0.200000_ECH20-EC-TM_20171005_20190311.stm,header_values
1348,,,,,,Dwc,,,unknown,,,3590.0,0.4,0.4,ECH20-EC-TM,,,33.7036,,,130,,,130,,,130,,,unknown,,,101.9265,,,MAQU,,,,,,,,,,,,,,,NST-31,,,2017-10-05 00:00:00,,,2018-07-20 12:00:00,0.4,0.4,soil_moisture,MAQU/NST-31/MAQU_MAQU_NST-31_sm_0.400000_0.400000_ECH20-EC-TM_20171005_20190311.stm,header_values
1349,,,,,,Dwc,,,unknown,,,3590.0,0.8,0.8,ECH20-EC-TM,,,33.7036,,,130,,,130,,,130,,,unknown,,,101.9265,,,MAQU,,,,,,,,,,,,,,,NST-31,,,2017-10-05 00:00:00,,,2018-07-20 12:00:00,0.8,0.8,soil_moisture,MAQU/NST-31/MAQU_MAQU_NST-31_sm_0.800000_0.800000_ECH20-EC-TM_20171005_20190311.stm,header_values
1350,0.0,0.3,20.0,,,Dwc,,,unknown,,,3490.0,0.2,0.2,ECH20-EC-TM,,,33.6547,,,10,,,10,,,10,,,unknown,,,101.839,,,MAQU,0.0,0.3,3.02,0.0,0.3,35.0,0.0,0.3,0.54,0.0,0.3,45.0,,,NST-32,,,2018-05-10 05:00:00,,,2019-03-11 00:00:00,0.2,0.2,soil_moisture,MAQU/NST-32/MAQU_MAQU_NST-32_sm_0.200000_0.200000_ECH20-EC-TM_20171005_20190311.stm,header_values
1351,0.0,0.3,20.0,,,Dwc,,,unknown,,,3490.0,0.05,0.05,ECH20-EC-TM,,,33.6547,,,10,,,10,,,10,,,unknown,,,101.839,,,MAQU,0.0,0.3,3.02,0.0,0.3,35.0,0.0,0.3,0.54,0.0,0.3,45.0,,,NST-32,,,2018-05-10 05:00:00,,,2019-03-11 00:00:00,0.05,0.05,soil_moisture,MAQU/NST-32/MAQU_MAQU_NST-32_sm_0.050000_0.050000_ECH20-EC-TM_20171005_20190311.stm,header_values
1352,0.0,0.3,20.0,,,Dwc,,,unknown,,,3490.0,0.1,0.1,ECH20-EC-TM,,,33.6547,,,10,,,10,,,10,,,unknown,,,101.839,,,MAQU,0.0,0.3,3.02,0.0,0.3,35.0,0.0,0.3,0.54,0.0,0.3,45.0,,,NST-32,,,2018-05-10 05:00:00,,,2018-11-26 20:00:00,0.1,0.1,soil_moisture,MAQU/NST-32/MAQU_MAQU_NST-32_sm_0.100000_0.100000_ECH20-EC-TM_20171005_20190311.stm,header_values
1353,,,,,,Dwc,,,unknown,,,3490.0,0.4,0.4,ECH20-EC-TM,,,33.6547,,,10,,,10,,,10,,,unknown,,,101.839,,,MAQU,,,,,,,,,,,,,,,NST-32,,,2018-05-10 05:00:00,,,2019-03-11 00:00:00,0.4,0.4,soil_moisture,MAQU/NST-32/MAQU_MAQU_NST-32_sm_0.400000_0.400000_ECH20-EC-TM_20171005_20190311.stm,header_values
1354,,,,,,Dwc,,,unknown,,,3490.0,0.8,0.8,ECH20-EC-TM,,,33.6547,,,10,,,10,,,10,,,unknown,,,101.839,,,MAQU,,,,,,,,,,,,,,,NST-32,,,2018-05-10 05:00:00,,,2019-03-11 00:00:00,0.8,0.8,soil_moisture,MAQU/NST-32/MAQU_MAQU_NST-32_sm_0.800000_0.800000_ECH20-EC-TM_20171005_20190311.stm,header_values
1355,0.0,0.3,6.0,,,Dfb,,,unknown,,,73.0,0.15,0.15,TRIME-EZ,,,52.16694,,,10,,,10,,,10,,,,,,14.12417,,,MOL-RAO,0.0,0.3,0.9,0.0,0.3,73.0,0.0,0.3,0.43,0.0,0.3,21.0,,,Falkenberg,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.15,0.15,soil_moisture,MOL-RAO/Falkenberg/MOL-RAO_MOL-RAO_Falkenberg_sm_0.150000_0.150000_TRIME-EZ_20171005_20190311.stm,header_values
1356,0.3,1.0,12.0,,,Dfb,,,unknown,,,73.0,0.45,0.45,TRIME-EZ,,,52.16694,,,10,,,10,,,10,,,,,,14.12417,,,MOL-RAO,0.3,1.0,0.3,0.3,1.0,61.0,0.3,1.0,0.4,0.3,1.0,27.0,,,Falkenberg,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.45,0.45,soil_moisture,MOL-RAO/Falkenberg/MOL-RAO_MOL-RAO_Falkenberg_sm_0.450000_0.450000_TRIME-EZ_20171005_20190311.stm,header_values
1357,0.0,0.3,6.0,,,Dfb,,,unknown,,,73.0,0.3,0.3,TRIME-EZ,,,52.16694,,,10,,,10,,,10,,,,,,14.12417,,,MOL-RAO,0.0,0.3,0.9,0.0,0.3,73.0,0.0,0.3,0.43,0.0,0.3,21.0,,,Falkenberg,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.3,0.3,soil_moisture,MOL-RAO/Falkenberg/MOL-RAO_MOL-RAO_Falkenberg_sm_0.300000_0.300000_TRIME-EZ_20171005_20190311.stm,header_values
1358,0.0,0.3,6.0,,,Dfb,,,unknown,,,73.0,0.08,0.08,TRIME-EZ,,,52.16694,,,10,,,10,,,10,,,,,,14.12417,,,MOL-RAO,0.0,0.3,0.9,0.0,0.3,73.0,0.0,0.3,0.43,0.0,0.3,21.0,,,Falkenberg,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.08,0.08,soil_moisture,MOL-RAO/Falkenberg/MOL-RAO_MOL-RAO_Falkenberg_sm_0.080000_0.080000_TRIME-EZ_20171005_20190311.stm,header_values
1359,0.3,1.0,12.0,,,Dfb,,,unknown,,,73.0,0.9,0.9,TRIME-EZ,,,52.16694,,,10,,,10,,,10,,,,,,14.12417,,,MOL-RAO,0.3,1.0,0.3,0.3,1.0,61.0,0.3,1.0,0.4,0.3,1.0,27.0,,,Falkenberg,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.9,0.9,soil_moisture,MOL-RAO/Falkenberg/MOL-RAO_MOL-RAO_Falkenberg_sm_0.900000_0.900000_TRIME-EZ_20171005_20190311.stm,header_values
1360,0.1,0.1,1.68,,,ET,,,unknown,,,4517.0,0.1,0.1,5TM,,,31.32611,,,130,,,130,,,130,,,,,,91.82861,,,NAQU,0.1,0.1,0.71,0.1,0.1,92.21,0.1,0.1,0.45,0.1,0.1,6.11,,,NQ01,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.1,0.1,soil_moisture,NAQU/NQ01/NAQU_NAQU_NQ01_sm_0.100000_0.100000_5TM_20171005_20190311.stm,header_values
1361,0.2,0.2,5.24,,,ET,,,unknown,,,4517.0,0.2,0.2,5TM,,,31.32611,,,130,,,130,,,130,,,,,,91.82861,,,NAQU,0.2,0.2,0.44,0.2,0.2,77.91,0.2,0.2,0.41,0.2,0.2,16.86,,,NQ01,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.2,0.2,soil_moisture,NAQU/NQ01/NAQU_NAQU_NQ01_sm_0.200000_0.200000_5TM_20171005_20190311.stm,header_values
1362,0.4,0.4,1.91,,,ET,,,unknown,,,4517.0,0.4,0.4,5TM,,,31.32611,,,130,,,130,,,130,,,,,,91.82861,,,NAQU,0.4,0.4,1.22,0.4,0.4,90.44,0.4,0.4,0.47,0.4,0.4,7.65,,,NQ01,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.4,0.4,soil_moisture,NAQU/NQ01/NAQU_NAQU_NQ01_sm_0.400000_0.400000_5TM_20171005_20190311.stm,header_values
1363,0.3,1.0,8.0,,,ET,,,unknown,,,4517.0,0.8,0.8,5TM,,,31.32611,,,130,,,130,,,130,,,,,,91.82861,,,NAQU,0.3,1.0,0.33,0.3,1.0,76.0,0.3,1.0,0.4,0.3,1.0,16.0,,,NQ01,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.8,0.8,soil_moisture,NAQU/NQ01/NAQU_NAQU_NQ01_sm_0.800000_0.800000_5TM_20171005_20190311.stm,header_values
1364,0.05,0.05,2.3,,,ET,,,unknown,,,4517.0,0.05,0.05,5TM,,,31.32611,,,130,,,130,,,130,,,,,,91.82861,,,NAQU,0.05,0.05,0.63,0.05,0.05,88.7,0.05,0.05,0.44,0.05,0.05,8.99,,,NQ01,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.05,0.05,soil_moisture,NAQU/NQ01/NAQU_NAQU_NQ01_sm_0.050000_0.050000_5TM_20171005_20190311.stm,header_values
1365,0.05,0.05,4.99,,,ET,,,unknown,,,4552.0,0.05,0.05,5TM,,,31.30861,,,130,,,130,,,130,,,,,,91.81972,,,NAQU,0.05,0.05,5.96,0.05,0.05,77.6,0.05,0.05,0.67,0.05,0.05,17.42,,,NQ02,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.05,0.05,soil_moisture,NAQU/NQ02/NAQU_NAQU_NQ02_sm_0.050000_0.050000_5TM_20171005_20190311.stm,header_values
1366,0.1,0.1,4.45,,,ET,,,unknown,,,4552.0,0.1,0.1,5TM,,,31.30861,,,130,,,130,,,130,,,,,,91.81972,,,NAQU,0.1,0.1,5.39,0.1,0.1,81.31,0.1,0.1,0.64,0.1,0.1,14.24,,,NQ02,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.1,0.1,soil_moisture,NAQU/NQ02/NAQU_NAQU_NQ02_sm_0.100000_0.100000_5TM_20171005_20190311.stm,header_values
1367,0.2,0.2,5.63,,,ET,,,unknown,,,4552.0,0.2,0.2,5TM,,,31.30861,,,130,,,130,,,130,,,,,,91.81972,,,NAQU,0.2,0.2,1.81,0.2,0.2,79.73,0.2,0.2,0.47,0.2,0.2,14.64,,,NQ02,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.2,0.2,soil_moisture,NAQU/NQ02/NAQU_NAQU_NQ02_sm_0.200000_0.200000_5TM_20171005_20190311.stm,header_values
1368,0.4,0.4,8.52,,,ET,,,unknown,,,4552.0,0.4,0.4,5TM,,,31.30861,,,130,,,130,,,130,,,,,,91.81972,,,NAQU,0.4,0.4,1.09,0.4,0.4,76.55,0.4,0.4,0.43,0.4,0.4,14.93,,,NQ02,,,2018-08-24 04:00:00,,,2019-03-11 00:00:00,0.4,0.4,soil_moisture,NAQU/NQ02/NAQU_NAQU_NQ02_sm_0.400000_0.400000_5TM_20171005_20190311.stm,header_values
1369,0.3,1.0,8.0,,,ET,,,unknown,,,4552.0,0.8,0.8,5TM,,,31.30861,,,130,,,130,,,130,,,,,,91.81972,,,NAQU,0.3,1.0,0.33,0.3,1.0,76.0,0.3,1.0,0.4,0.3,1.0,16.0,,,NQ02,,,2017-10-05 00:00:00,,,2018-07-19 08:00:00,0.8,0.8,soil_moisture,NAQU/NQ02/NAQU_NAQU_NQ02_sm_0.800000_0.800000_5TM_20171005_20190311.stm,header_values
1370,0.05,0.05,3.46,,,ET,,,unknown,,,4638.0,0.05,0.05,5TM,,,31.2775,,,130,,,130,,,130,,,,,,91.78889,,,NAQU,0.05,0.05,5.6,0.05,0.05,80.89,0.05,0.05,0.66,0.05,0.05,15.65,,,NQ03,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.05,0.05,soil_moisture,NAQU/NQ03/NAQU_NAQU_NQ03_sm_0.050000_0.050000_5TM_20171005_20190311.stm,header_values
1371,0.1,0.1,11.02,,,ET,,,unknown,,,4638.0,0.1,0.1,5TM,,,31.2775,,,130,,,130,,,130,,,,,,91.78889,,,NAQU,0.1,0.1,8.47,0.1,0.1,49.79,0.1,0.1,0.84,0.1,0.1,39.19,,,NQ03,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.1,0.1,soil_moisture,NAQU/NQ03/NAQU_NAQU_NQ03_sm_0.100000_0.100000_5TM_20171005_20190311.stm,header_values
1372,0.2,0.2,14.24,,,ET,,,unknown,,,4638.0,0.2,0.2,5TM,,,31.2775,,,130,,,130,,,130,,,,,,91.78889,,,NAQU,0.2,0.2,2.08,0.2,0.2,45.13,0.2,0.2,0.49,0.2,0.2,40.63,,,NQ03,,,2018-08-24 04:00:00,,,2019-03-11 00:00:00,0.2,0.2,soil_moisture,NAQU/NQ03/NAQU_NAQU_NQ03_sm_0.200000_0.200000_5TM_20171005_20190311.stm,header_values
1373,0.4,0.4,10.54,,,ET,,,unknown,,,4638.0,0.4,0.4,5TM,,,31.2775,,,130,,,130,,,130,,,,,,91.78889,,,NAQU,0.4,0.4,0.99,0.4,0.4,60.3,0.4,0.4,0.43,0.4,0.4,29.16,,,NQ03,,,2018-08-24 04:00:00,,,2019-03-11 00:00:00,0.4,0.4,soil_moisture,NAQU/NQ03/NAQU_NAQU_NQ03_sm_0.400000_0.400000_5TM_20171005_20190311.stm,header_values
1374,,,,,,ET,,,unknown,,,4638.0,0.8,0.8,5TM,,,31.2775,,,130,,,130,,,130,,,,,,91.78889,,,NAQU,,,,,,,,,,,,,,,NQ03,,,2018-08-24 04:00:00,,,2019-03-11 00:00:00,0.8,0.8,soil_moisture,NAQU/NQ03/NAQU_NAQU_NQ03_sm_0.800000_0.800000_5TM_20171005_20190311.stm,header_values
1375,0.05,0.05,5.06,,,ET,,,unknown,,,4632.0,0.05,0.05,5TM,,,31.25667,,,130,,,130,,,130,,,,,,91.80361,,,NAQU,0.05,0.05,5.54,0.05,0.05,76.04,0.05,0.05,0.66,0.05,0.05,18.9,,,NQ04,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.05,0.05,soil_moisture,NAQU/NQ04/NAQU_NAQU_NQ04_sm_0.050000_0.050000_5TM_20171005_20190311.stm,header_values
1376,0.1,0.1,4.52,,,ET,,,unknown,,,4632.0,0.1,0.1,5TM,,,31.25667,,,130,,,130,,,130,,,,,,91.80361,,,NAQU,0.1,0.1,6.35,0.1,0.1,79.88,0.1,0.1,0.69,0.1,0.1,15.6,,,NQ04,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.1,0.1,soil_moisture,NAQU/NQ04/NAQU_NAQU_NQ04_sm_0.100000_0.100000_5TM_20171005_20190311.stm,header_values
1377,0.2,0.2,9.95,,,ET,,,unknown,,,4632.0,0.2,0.2,5TM,,,31.25667,,,130,,,130,,,130,,,,,,91.80361,,,NAQU,0.2,0.2,2.01,0.2,0.2,56.46,0.2,0.2,0.48,0.2,0.2,33.59,,,NQ04,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.2,0.2,soil_moisture,NAQU/NQ04/NAQU_NAQU_NQ04_sm_0.200000_0.200000_5TM_20171005_20190311.stm,header_values
1378,0.4,0.4,6.49,,,ET,,,unknown,,,4632.0,0.4,0.4,5TM,,,31.25667,,,130,,,130,,,130,,,,,,91.80361,,,NAQU,0.4,0.4,2.14,0.4,0.4,69.7,0.4,0.4,0.49,0.4,0.4,23.81,,,NQ04,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.4,0.4,soil_moisture,NAQU/NQ04/NAQU_NAQU_NQ04_sm_0.400000_0.400000_5TM_20171005_20190311.stm,header_values
1379,0.3,1.0,33.0,,,ET,,,unknown,,,4632.0,0.8,0.8,5TM,,,31.25667,,,130,,,130,,,130,,,,,,91.80361,,,NAQU,0.3,1.0,0.5,0.3,1.0,29.0,0.3,1.0,0.45,0.3,1.0,38.0,,,NQ04,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.8,0.8,soil_moisture,NAQU/NQ04/NAQU_NAQU_NQ04_sm_0.800000_0.800000_5TM_20171005_20190311.stm,header_values
1380,0.05,0.05,2.33,,,ET,,,unknown,,,4503.0,0.05,0.05,5TM,,,31.36638,,,130,,,130,,,130,,,,,,91.89969,,,NAQU,0.05,0.05,5.11,0.05,0.05,88.62,0.05,0.05,0.63,0.05,0.05,9.05,,,NQBJ,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.05,0.05,soil_moisture,NAQU/NQBJ/NAQU_NAQU_NQBJ_sm_0.050000_0.050000_5TM_20171005_20190311.stm,header_values
1381,0.1,0.1,2.45,,,ET,,,unknown,,,4503.0,0.1,0.1,5TM,,,31.36638,,,130,,,130,,,130,,,,,,91.89969,,,NAQU,0.1,0.1,3.11,0.1,0.1,87.86,0.1,0.1,0.54,0.1,0.1,9.69,,,NQBJ,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.1,0.1,soil_moisture,NAQU/NQBJ/NAQU_NAQU_NQBJ_sm_0.100000_0.100000_5TM_20171005_20190311.stm,header_values
1382,0.2,0.2,3.63,,,ET,,,unknown,,,4503.0,0.2,0.2,5TM,,,31.36638,,,130,,,130,,,130,,,,,,91.89969,,,NAQU,0.2,0.2,0.88,0.2,0.2,82.96,0.2,0.2,0.44,0.2,0.2,13.42,,,NQBJ,,,2017-10-05 00:00:00,,,2018-07-19 04:00:00,0.2,0.2,soil_moisture,NAQU/NQBJ/NAQU_NAQU_NQBJ_sm_0.200000_0.200000_5TM_20171005_20190311.stm,header_values
1383,0.4,0.4,3.42,,,ET,,,unknown,,,4503.0,0.4,0.4,5TM,,,31.36638,,,130,,,130,,,130,,,,,,91.89969,,,NAQU,0.4,0.4,0.55,0.4,0.4,81.49,0.4,0.4,0.43,0.4,0.4,15.09,,,NQBJ,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.4,0.4,soil_moisture,NAQU/NQBJ/NAQU_NAQU_NQBJ_sm_0.400000_0.400000_5TM_20171005_20190311.stm,header_values
1384,0.05,0.05,6.25,,,Dwc,,,unknown,,,4465.0,0.05,0.05,5TM,,,31.27209,,,130,,,130,,,130,,,,,,92.11031,,,NAQU,0.05,0.05,7.26,0.05,0.05,72.99,0.05,0.05,0.74,0.05,0.05,20.77,,,NQKema,,,2017-10-05 00:00:00,,,2018-07-19 02:00:00,0.05,0.05,soil_moisture,NAQU/NQKema/NAQU_NAQU_NQKema_sm_0.050000_0.050000_5TM_20171005_20190311.stm,header_values
1385,0.1,0.1,3.71,,,Dwc,,,unknown,,,4465.0,0.1,0.1,5TM,,,31.27209,,,130,,,130,,,130,,,,,,92.11031,,,NAQU,0.1,0.1,5.9,0.1,0.1,84.15,0.1,0.1,0.67,0.1,0.1,12.15,,,NQKema,,,2017-10-05 00:00:00,,,2018-07-19 02:00:00,0.1,0.1,soil_moisture,NAQU/NQKema/NAQU_NAQU_NQKema_sm_0.100000_0.100000_5TM_20171005_20190311.stm,header_values
1386,0.2,0.2,5.31,,,Dwc,,,unknown,,,4465.0,0.2,0.2,5TM,,,31.27209,,,130,,,130,,,130,,,,,,92.11031,,,NAQU,0.2,0.2,1.08,0.2,0.2,74.75,0.2,0.2,0.44,0.2,0.2,19.94,,,NQKema,,,2017-10-05 00:00:00,,,2018-07-19 02:00:00,0.2,0.2,soil_moisture,NAQU/NQKema/NAQU_NAQU_NQKema_sm_0.200000_0.200000_5TM_20171005_20190311.stm,header_values
1387,0.4,0.4,14.46,,,Dwc,,,unknown,,,4465.0,0.4,0.4,5TM,,,31.27209,,,130,,,130,,,130,,,,,,92.11031,,,NAQU,0.4,0.4,0.76,0.4,0.4,62.14,0.4,0.4,0.41,0.4,0.4,23.4,,,NQKema,,,2017-10-05 00:00:00,,,2018-07-19 02:00:00,0.4,0.4,soil_moisture,NAQU/NQKema/NAQU_NAQU_NQKema_sm_0.400000_0.400000_5TM_20171005_20190311.stm,header_values
1388,0.3,1.0,23.0,,,Dwc,,,unknown,,,4465.0,0.8,0.8,5TM,,,31.27209,,,130,,,130,,,130,,,,,,92.11031,,,NAQU,0.3,1.0,0.67,0.3,1.0,40.0,0.3,1.0,0.43,0.3,1.0,37.0,,,NQKema,,,2017-10-05 00:00:00,,,2018-07-19 02:00:00,0.8,0.8,soil_moisture,NAQU/NQKema/NAQU_NAQU_NQKema_sm_0.800000_0.800000_5TM_20171005_20190311.stm,header_values
1389,0.0,0.3,23.0,,,Dwc,,,unknown,,,4583.0,0.05,0.05,5TM,,,31.22623,,,130,,,130,,,130,,,,,,91.7833,,,NAQU,0.0,0.3,1.26,0.0,0.3,35.0,0.0,0.3,0.46,0.0,0.3,42.0,,,NQMS,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.05,0.05,soil_moisture,NAQU/NQMS/NAQU_NAQU_NQMS_sm_0.050000_0.050000_5TM_20171005_20190311.stm,header_values
1390,0.0,0.3,23.0,,,Dwc,,,unknown,,,4583.0,0.1,0.1,5TM,,,31.22623,,,130,,,130,,,130,,,,,,91.7833,,,NAQU,0.0,0.3,1.26,0.0,0.3,35.0,0.0,0.3,0.46,0.0,0.3,42.0,,,NQMS,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.1,0.1,soil_moisture,NAQU/NQMS/NAQU_NAQU_NQMS_sm_0.100000_0.100000_5TM_20171005_20190311.stm,header_values
1391,0.0,0.3,23.0,,,Dwc,,,unknown,,,4583.0,0.2,0.2,5TM,,,31.22623,,,130,,,130,,,130,,,,,,91.7833,,,NAQU,0.0,0.3,1.26,0.0,0.3,35.0,0.0,0.3,0.46,0.0,0.3,42.0,,,NQMS,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.2,0.2,soil_moisture,NAQU/NQMS/NAQU_NAQU_NQMS_sm_0.200000_0.200000_5TM_20171005_20190311.stm,header_values
1392,0.3,1.0,33.0,,,Dwc,,,unknown,,,4583.0,0.4,0.4,5TM,,,31.22623,,,130,,,130,,,130,,,,,,91.7833,,,NAQU,0.3,1.0,0.5,0.3,1.0,29.0,0.3,1.0,0.45,0.3,1.0,38.0,,,NQMS,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.4,0.4,soil_moisture,NAQU/NQMS/NAQU_NAQU_NQMS_sm_0.400000_0.400000_5TM_20171005_20190311.stm,header_values
1393,0.3,1.0,33.0,,,Dwc,,,unknown,,,4583.0,0.8,0.8,5TM,,,31.22623,,,130,,,130,,,130,,,,,,91.7833,,,NAQU,0.3,1.0,0.5,0.3,1.0,29.0,0.3,1.0,0.45,0.3,1.0,38.0,,,NQMS,,,2017-10-05 00:00:00,,,2018-11-09 08:00:00,0.8,0.8,soil_moisture,NAQU/NQMS/NAQU_NAQU_NQMS_sm_0.800000_0.800000_5TM_20171005_20190311.stm,header_values
1394,0.05,0.05,7.03,,,ET,,,unknown,,,4497.0,0.05,0.05,5TM,,,31.37878,,,130,,,130,,,130,,,,,,91.86848,,,NAQU,0.05,0.05,5.82,0.05,0.05,76.98,0.05,0.05,0.65,0.05,0.05,15.99,,,NQNorth,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.05,0.05,soil_moisture,NAQU/NQNorth/NAQU_NAQU_NQNorth_sm_0.050000_0.050000_5TM_20171005_20190311.stm,header_values
1395,0.2,0.2,2.86,,,ET,,,unknown,,,4497.0,0.2,0.2,5TM,,,31.37878,,,130,,,130,,,130,,,,,,91.86848,,,NAQU,0.2,0.2,2.05,0.2,0.2,86.56,0.2,0.2,0.49,0.2,0.2,10.57,,,NQNorth,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.2,0.2,soil_moisture,NAQU/NQNorth/NAQU_NAQU_NQNorth_sm_0.200000_0.200000_5TM_20171005_20190311.stm,header_values
1396,0.4,0.4,3.56,,,ET,,,unknown,,,4497.0,0.4,0.4,5TM,,,31.37878,,,130,,,130,,,130,,,,,,91.86848,,,NAQU,0.4,0.4,1.05,0.4,0.4,82.07,0.4,0.4,0.45,0.4,0.4,14.37,,,NQNorth,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.4,0.4,soil_moisture,NAQU/NQNorth/NAQU_NAQU_NQNorth_sm_0.400000_0.400000_5TM_20171005_20190311.stm,header_values
1397,0.1,0.1,2.65,,,ET,,,unknown,,,4497.0,0.1,0.1,5TM,,,31.37878,,,130,,,130,,,130,,,,,,91.86848,,,NAQU,0.1,0.1,4.44,0.1,0.1,86.03,0.1,0.1,0.6,0.1,0.1,11.33,,,NQNorth,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.1,0.1,soil_moisture,NAQU/NQNorth/NAQU_NAQU_NQNorth_sm_0.100000_0.100000_5TM_20171005_20190311.stm,header_values
1398,0.05,0.05,3.61,,,ET,,,unknown,,,4515.0,0.05,0.05,5TM,,,31.34344,,,130,,,130,,,130,,,,,,91.82089,,,NAQU,0.0,0.3,1.95,0.05,0.05,79.88,0.0,0.3,0.48,0.05,0.05,16.51,,,NQWest,,,2017-10-05 00:00:00,,,2018-07-19 07:00:00,0.05,0.05,soil_moisture,NAQU/NQWest/NAQU_NAQU_NQWest_sm_0.050000_0.050000_5TM_20171005_20190311.stm,header_values
1399,0.0,0.3,23.0,,,ET,,,unknown,,,4515.0,0.1,0.1,5TM,,,31.34344,,,130,,,130,,,130,,,,,,91.82089,,,NAQU,0.0,0.3,1.95,0.0,0.3,38.0,0.0,0.3,0.48,0.0,0.3,39.0,,,NQWest,,,2017-10-05 00:00:00,,,2018-07-19 07:00:00,0.1,0.1,soil_moisture,NAQU/NQWest/NAQU_NAQU_NQWest_sm_0.100000_0.100000_5TM_20171005_20190311.stm,header_values
